budget,log_budget,runtime,genero_principal,estudio,diretor,ator_principal,mes_estreia,e_sequencia,e_alta_temporada,densidade_investimento,target_sucesso
41300000.0,17.536373082144337,98.0,Comedy,Franchise Pictures,Jonathan Lynn,Bruce Willis,2,0,0,421428.5714285714,1
8200000.0,15.919644834185693,107.0,Drama,Paramount Pictures,Herbert Ross,Kevin Bacon,2,0,0,76635.5140186916,1
24000000.0,16.993564429978885,91.0,Comedy,DreamWorks SKG,Todd Phillips,Luke Wilson,2,0,0,263736.26373626373,1
24000000.0,16.993564429978885,137.0,Comedy,TriStar Pictures,Terry Gilliam,Jeff Bridges,9,0,0,175182.48175182482,0
65000000.0,17.989897843244528,100.0,Horror,Columbia Pictures,Danny Cannon,Jennifer Love Hewitt,11,0,0,650000.0,0
24000000.0,16.993564429978885,115.0,Romance,Metro-Goldwyn-Mayer (MGM),Bonnie Hunt,David Duchovny,4,0,0,208695.65217391305,0
24000000.0,16.993564429978885,102.0,Comedy,Blue Askew,Kevin Smith,Seth Rogen,9,0,0,235294.11764705883,0
24000000.0,16.993564429978885,93.0,Comedy,BBC Films,Grant Heslov,George Clooney,10,0,0,258064.51612903227,1
17000000.0,16.648723960844016,95.0,Comedy,DreamWorks SKG,Robert Luketic,Josh Duhamel,1,0,0,178947.36842105264,0
24000000.0,16.993564429978885,87.0,Fantasy,Columbia Pictures,Tim Hill,Steve Whitmire,7,0,1,275862.0689655172,0
24000000.0,16.993564429978885,134.0,Adventure,Universal Pictures,Sidney Lumet,Diana Ross,10,0,0,179104.4776119403,0
24000000.0,16.993564429978885,107.0,Action,Bel Air Entertainment,Brian Robbins,David Arquette,4,0,0,224299.06542056074,0
24000000.0,16.993564429978885,124.0,Comedy,Touchstone Pictures,Ron Shelton,Antonio Banderas,12,0,1,193548.38709677418,0
24000000.0,16.993564429978885,89.0,Romance,The Weinstein Company,Douglas McGrath,Sarah Jessica Parker,9,0,0,269662.9213483146,0
24000000.0,16.993564429978885,88.0,Comedy,The Weinstein Company,Alexandre Aja,Elisabeth Shue,8,0,0,272727.2727272727,1
24000000.0,16.993564429978885,93.0,Animation,Walt Disney Pictures,Steve Boyum,Paul Walker,3,0,0,258064.51612903227,0
28000000.0,17.147715103853763,72.0,Adventure,Miramax Films,Richard Williams,Vincent Price,9,0,0,388888.8888888889,0
24000000.0,16.993564429978885,98.0,Crime,Castle Rock Entertainment,"George Tillman, Jr.",Dwayne Johnson,11,0,0,244897.95918367346,0
24000000.0,16.993564429978885,119.0,Fantasy,Studio Ghibli,Hayao Miyazaki,Takuya Kimura,11,0,0,201680.67226890757,1
23600000.0,16.97675731236872,88.0,Comedy,Columbia Pictures,Ruben Fleischer,Jesse Eisenberg,10,0,0,268181.8181818182,1
23000000.0,16.951004817371683,90.0,Comedy,Touchstone Pictures,Frank Coraci,Adam Sandler,11,0,0,255555.55555555556,1
18000000.0,16.705882371415992,124.0,Adventure,Lucasfilm,Irvin Kershner,Mark Hamill,5,0,0,145161.29032258064,1
19000000.0,16.759949589762293,118.0,Action,Columbia Pictures,Michael Bay,Will Smith,4,0,0,161016.94915254237,1
23000000.0,16.951004817371683,85.0,Comedy,Paramount Pictures,David Zucker,Leslie Nielsen,6,0,1,270588.23529411765,1
23000000.0,16.951004817371683,98.0,Horror,New Line Cinema,James Wong,Devon Sawa,3,0,0,234693.8775510204,1
12500000.0,16.341239282272525,101.0,Drama,Appian Way,George Clooney,Ryan Gosling,9,0,0,123762.37623762376,1
23000000.0,16.951004817371683,108.0,Thriller,Interscope Communications,David Twohy,Vin Diesel,2,0,0,212962.96296296295,1
23000000.0,16.951004817371683,126.0,Romance,Warner Bros.,Spike Jonze,Joaquin Phoenix,12,0,1,182539.68253968254,1
23000000.0,16.951004817371683,97.0,Mystery,Regency Enterprises,John Dahl,Steve Zahn,10,0,0,237113.40206185568,0
25000000.0,17.034386422832473,99.0,Fantasy,Matador Pictures,Jonathan Newman,Aneurin Barnard,12,0,1,252525.25252525252,0
23000000.0,16.951004817371683,114.0,Drama,Twentieth Century Fox Film Corporation,Wayne Wang,Susan Sarandon,11,0,0,201754.38596491228,0
23000000.0,16.951004817371683,93.0,Action,Irish Film Board,Steven Soderbergh,Gina Carano,11,0,0,247311.82795698923,0
23000000.0,16.951004817371683,89.0,Adventure,Universal Pictures,Joseph Sargent,Lorraine Gary,7,1,1,258426.96629213484,1
23000000.0,16.951004817371683,102.0,Drama,Columbia Pictures Corporation,Neil Jordan,Ralph Fiennes,12,0,1,225490.19607843139,0
23000000.0,16.951004817371683,98.0,Action,Metro-Goldwyn-Mayer (MGM),Simon Wincer,Mickey Rourke,8,0,0,234693.8775510204,0
23000000.0,16.951004817371683,124.0,History,Summit Entertainment,Paul Haggis,Tommy Lee Jones,8,0,0,185483.87096774194,0
23000000.0,16.951004817371683,86.0,Drama,Pathé Renn Productions,Stephen Frears,Michelle Pfeiffer,2,0,0,267441.8604651163,0
23000000.0,16.951004817371683,141.0,Drama,Alliance Films,Mira Nair,Reese Witherspoon,9,0,0,163120.56737588652,0
23000000.0,16.951004817371683,139.0,Drama,China Film Group Corporation,Teddy Chan,Donnie Yen,12,0,1,165467.62589928057,0
25000000.0,17.034386422832473,104.0,Horror,The Weinstein Company,Mikael Håfström,John Cusack,7,0,1,240384.61538461538,1
22700000.0,16.937875526504495,96.0,Comedy,Brooksfilms Ltd.,Mel Brooks,Mel Brooks,6,0,1,236458.33333333334,0
22500000.0,16.929025911619092,112.0,War,Hopscotch Features,Russell Crowe,Russell Crowe,12,0,1,200892.85714285713,0
22000000.0,16.906553056777135,127.0,Fantasy,Paramount Pictures,Jerry Zucker,Patrick Swayze,7,0,1,173228.3464566929,1
23000000.0,16.951004817371683,119.0,Romance,Twentieth Century Fox Film Corporation,Bobby Farrelly,Cameron Diaz,7,0,1,193277.31092436975,1
22000000.0,16.906553056777135,97.0,Fantasy,Walt Disney Pictures,John Pasquin,Tim Allen,11,0,0,226804.12371134022,1
20000000.0,16.811242881518265,127.0,Drama,Walt Disney Pictures,John Lee Hancock,Dennis Quaid,3,0,0,157480.3149606299,1
22000000.0,16.906553056777135,110.0,Comedy,Walt Disney Pictures,Andy Fickman,Dwayne Johnson,9,0,0,200000.0,1
24000000.0,16.993564429978885,135.0,Drama,Amblin Entertainment,Clint Eastwood,Meryl Streep,5,0,0,177777.77777777778,1
22000000.0,16.906553056777135,84.0,Action,Revolution Studios,Luke Greenfield,Rob Schneider,6,0,1,261904.7619047619,1
22000000.0,16.906553056777135,191.0,Drama,Columbia Pictures,Richard Attenborough,Ben Kingsley,11,0,0,115183.24607329843,1
22000000.0,16.906553056777135,122.0,Drama,Amblin Entertainment,Lasse Hallström,Helen Mirren,8,0,0,180327.868852459,1
22000000.0,16.906553056777135,114.0,Crime,Columbia Pictures,Irwin Winkler,Sandra Bullock,7,0,1,192982.45614035087,1
22000000.0,16.906553056777135,132.0,Drama,New Line Cinema,Jessie Nelson,Sean Penn,12,0,1,166666.66666666666,1
22000000.0,16.906553056777135,138.0,Drama,Hearst Entertainment Productions,Christopher Spencer,Roma Downey,2,0,0,159420.28985507245,1
22000000.0,16.906553056777135,121.0,Fantasy,Lakeshore Entertainment,Len Wiseman,Kate Beckinsale,9,0,0,181818.18181818182,1
22000000.0,16.906553056777135,108.0,Drama,Miramax Films,Mikael Håfström,Clive Owen,11,0,0,203703.7037037037,1
22000000.0,16.906553056777135,108.0,Drama,Section Eight,Steven Soderbergh,Matt Damon,9,0,0,203703.7037037037,0
22000000.0,16.906553056777135,83.0,Comedy,Columbia Pictures Corporation,Mike Bigelow,Rob Schneider,8,0,0,265060.2409638554,0
26000000.0,17.073607134447293,105.0,Comedy,DreamWorks SKG,Ken Scott,Vince Vaughn,10,0,0,247619.04761904763,0
22000000.0,16.906553056777135,90.0,Comedy,Village Roadshow Pictures,Dennis Dugan,Jason Biggs,2,0,0,244444.44444444444,0
22000000.0,16.906553056777135,94.0,Comedy,Fox 2000 Pictures,David Bowers,Zachary Gordon,8,0,0,234042.55319148937,1
22000000.0,16.906553056777135,104.0,Comedy,Dimension Films,Kevin Smith,Kevin Smith,8,0,0,211538.46153846153,0
30000000.0,17.216707972959764,106.0,Drama,Original Film,Daniel Sackheim,Leelee Sobieski,9,0,0,283018.8679245283,0
22000000.0,16.906553056777135,106.0,Comedy,Universal Pictures,Joel Coen,Josh Brolin,2,0,0,207547.16981132075,1
22000000.0,16.906553056777135,100.0,Action,Millennium Films,Gary Fleder,Jason Statham,11,0,0,220000.0,0
22000000.0,16.906553056777135,95.0,Family,New Line Cinema,Uli Edel,Richard E. Grant,10,0,0,231578.94736842104,0
22000000.0,16.906553056777135,104.0,Action,Orion Pictures,Fred Dekker,Robert John Burke,4,1,0,211538.46153846153,0
25000000.0,17.034386422832473,96.0,Thriller,EuropaCorp,Camille Delamarre,Ed Skrein,9,1,0,260416.66666666666,1
21000000.0,16.860033043306743,145.0,Drama,CoBo Fund,Paul Verhoeven,Carice van Houten,9,0,0,144827.58620689655,0
22000000.0,16.906553056777135,116.0,Romance,Senator Film Produktion,Christian Carion,Diane Kruger,11,0,0,189655.1724137931,0
2000000.0,14.508658238524095,100.0,Action,Primate Pictures,Dax Shepard,Kristen Bell,8,0,0,20000.0,1
22000000.0,16.906553056777135,92.0,Mystery,StudioCanal,Rowan Joffe,Nicole Kidman,9,0,0,239130.4347826087,0
22000000.0,16.906553056777135,121.0,Action,Paramount Pictures,William Friedkin,Roy Scheider,6,0,1,181818.18181818182,0
22000000.0,16.906553056777135,105.0,Drama,Stone Productions,John Curran,Frances Conroy,10,0,0,209523.80952380953,0
22000000.0,16.906553056777135,116.0,Thriller,Appian Way,Scott Cooper,Christian Bale,12,0,1,189655.1724137931,0
25000000.0,17.034386422832473,119.0,Drama,Castle Rock Entertainment,Tony Gilroy,George Clooney,9,0,0,210084.03361344538,1
22000000.0,16.906553056777135,106.0,Animation,100 Bares,Juan José Campanella,Juan José Campanella,7,0,1,207547.16981132075,0
17000000.0,16.648723960844016,111.0,Romance,Gravier Productions,Woody Allen,Ellen Page,4,0,0,153153.15315315317,1
18000000.0,16.705882371415992,136.0,Science Fiction,Malpaso Productions,Clint Eastwood,Clint Eastwood,6,0,1,132352.9411764706,1
9000000.0,16.012735246411598,90.0,Comedy,Sidney Kimmel Entertainment,Frank Oz,Matthew Macfadyen,2,0,0,100000.0,0
21000000.0,16.860033043306743,96.0,Action,New Line Cinema,Stuart Gillard,Paige Turco,3,0,0,218750.0,1
32000000.0,17.281246492014,106.0,Comedy,Paramount Pictures,Brian Robbins,Keanu Reeves,9,0,0,301886.7924528302,0
21000000.0,16.860033043306743,122.0,Drama,The Weinstein Company,David O. Russell,Bradley Cooper,9,0,0,172131.1475409836,1
21000000.0,16.860033043306743,123.0,Crime,Double Feature Films,Richard LaGravenese,Hilary Swank,1,0,0,170731.70731707316,0
21000000.0,16.860033043306743,92.0,Action,TF1 Films Productions,Louis Leterrier,Jason Statham,10,0,0,228260.86956521738,1
20000000.0,16.811242881518265,115.0,Drama,Summit Entertainment,Jeff Wadlow,Sean Faris,3,0,0,173913.04347826086,1
21000000.0,16.860033043306743,104.0,Horror,United Artists,Katt Shea,Emily Bergl,3,1,0,201923.07692307694,0
17000000.0,16.648723960844016,98.0,Drama,Neal Street Productions,Sam Mendes,John Krasinski,6,0,1,173469.38775510204,0
21000000.0,16.860033043306743,120.0,Drama,Touchstone Pictures,Joshua Michael Stern,Kevin Costner,8,0,0,175000.0,0
21000000.0,16.860033043306743,117.0,Romance,Punch Productions,Brad Silberling,Jake Gyllenhaal,9,0,0,179487.1794871795,0
21000000.0,16.860033043306743,91.0,Drama,Summit Entertainment,Jodie Foster,Jodie Foster,2,0,0,230769.23076923078,0
35000000.0,17.370858648025116,114.0,Comedy,Universal Pictures,Colin Higgins,Burt Reynolds,7,0,1,307017.5438596491,0
15000000.0,16.52356082573315,97.0,Action,Alliance Atlantis Communications,David Cronenberg,Jennifer Jason Leigh,4,0,0,154639.17525773196,0
18000000.0,16.705882371415992,115.0,Adventure,Lucasfilm,Steven Spielberg,Harrison Ford,6,0,1,156521.73913043478,1
18000000.0,16.705882371415992,120.0,Comedy,Twentieth Century Fox Film Corporation,Chris Columbus,Macaulay Culkin,11,1,0,150000.0,1
20000000.0,16.811242881518265,135.0,Science Fiction,Columbia Pictures Corporation,Steven Spielberg,Richard Dreyfuss,11,0,0,148148.14814814815,1
38000000.0,17.453096744006448,90.0,Horror,Dimension Films,Jim Sonzero,Kristen Bell,8,0,0,422222.22222222225,0
20000000.0,16.811242881518265,100.0,Action,Paramount Pictures,Tony Scott,Eddie Murphy,5,1,0,200000.0,1
20000000.0,16.811242881518265,105.0,Comedy,Hyde Park Films,Adam Shankman,Steve Martin,3,0,0,190476.19047619047,1
19000000.0,16.759949589762293,119.0,Crime,Orion Pictures,Jonathan Demme,Jodie Foster,2,0,0,159663.8655462185,1
20000000.0,16.811242881518265,94.0,Music,Paramount Pictures,Penelope Spheeris,Mike Myers,2,0,0,212765.95744680852,1
20000000.0,16.811242881518265,94.0,Comedy,MTV Films,Jeff Tremaine,Johnny Knoxville,10,0,0,212765.95744680852,1
20000000.0,16.811242881518265,116.0,Horror,Universal Pictures,Jeannot Szwarc,Roy Scheider,6,1,1,172413.7931034483,1
20000000.0,16.811242881518265,91.0,Adventure,Walt Disney Pictures,Raja Gosnell,Drew Barrymore,10,0,0,219780.21978021978,1
13000000.0,16.380459992348886,112.0,Horror,New Line Cinema,James Wan,Patrick Wilson,7,0,1,116071.42857142857,1
32000000.0,17.281246492014,95.0,Adventure,Columbia Pictures,Brian Levant,Ice Cube,1,0,0,336842.1052631579,1
20000000.0,16.811242881518265,97.0,Comedy,New Line Cinema,Ben Falcone,Melissa McCarthy,7,0,1,206185.56701030929,1
35000000.0,17.370858648025116,108.0,Comedy,Paramount Pictures,Richard Linklater,Jack Black,10,0,0,324074.0740740741,1
18000000.0,16.705882371415992,101.0,Action,New Line Cinema,Paul W.S. Anderson,Christopher Lambert,8,0,0,178217.82178217822,1
37000000.0,17.426428497635523,109.0,Comedy,Columbia Pictures,Keenen Ivory Wayans,Shawn Wayans,6,0,1,339449.54128440365,1
20000000.0,16.811242881518265,115.0,Comedy,Fox Searchlight Pictures,Alexander Payne,George Clooney,9,0,0,173913.04347826086,1
20000000.0,16.811242881518265,134.0,Drama,Plan B Entertainment,Steve McQueen,Chiwetel Ejiofor,10,0,0,149253.73134328358,1
20000000.0,16.811242881518265,118.0,Drama,Fox 2000 Pictures,Charles Stone III,Nick Cannon,12,0,1,169491.5254237288,1
20000000.0,16.811242881518265,121.0,Comedy,Lions Gate Films,Tyler Perry,Tyler Perry,4,0,0,165289.2561983471,1
20000000.0,16.811242881518265,105.0,Fantasy,Twentieth Century Fox Film Corporation,Tim Burton,Johnny Depp,12,0,1,190476.19047619047,1
20000000.0,16.811242881518265,110.0,Drama,New Line Cinema,Thea Sharrock,Emilia Clarke,6,0,1,181818.18181818182,1
1800000.0,14.403297778421795,104.0,Action,Twentieth Century Fox Film Corporation,William Friedkin,Gene Hackman,10,0,0,17307.69230769231,1
20000000.0,16.811242881518265,100.0,Comedy,STX Entertainment,Jon Lucas,Mila Kunis,7,0,1,200000.0,1
20000000.0,16.811242881518265,83.0,Comedy,Regency Enterprises,Jason Friedberg,Alyson Hannigan,2,0,0,240963.85542168675,1
20000000.0,16.811242881518265,72.0,Adventure,Walt Disney Pictures,Robin Budd,Harriet Owen,2,0,0,277777.77777777775,1
20000000.0,16.811242881518265,127.0,History,Plan B Entertainment,Ava DuVernay,David Oyelowo,12,0,1,157480.3149606299,1
20000000.0,16.811242881518265,72.0,Family,Walt Disney Pictures,Steve Trenbirth,John Goodman,2,1,0,277777.77777777775,1
20000000.0,16.811242881518265,89.0,Thriller,Ghost House Pictures,Stephen T. Kay,Emily Deschanel,2,0,0,224719.1011235955,1
20000000.0,16.811242881518265,96.0,Thriller,TriStar Pictures,Mennan Yapo,Sandra Bullock,2,0,0,208333.33333333334,1
30000000.0,17.216707972959764,77.0,Animation,Walt Disney Pictures,Jun Falkenstein,Jim Cummings,2,0,0,389610.3896103896,0
20000000.0,16.811242881518265,123.0,Horror,Dark Castle Entertainment,Jaume Collet-Serra,Vera Farmiga,7,0,1,162601.62601626015,1
20000000.0,16.811242881518265,111.0,Adventure,Sunswept Entertainment,Boaz Yakin,Thomas Haden Church,6,0,1,180180.18018018018,1
20000000.0,16.811242881518265,86.0,Action,Twentieth Century Fox Film Corporation,Jason Friedberg,Kal Penn,1,0,0,232558.13953488372,1
20000000.0,16.811242881518265,128.0,Drama,Universal Pictures,Tom McCarthy,Mark Ruffalo,11,0,0,156250.0,1
20000000.0,16.811242881518265,110.0,Drama,Screen Gems,Neil LaBute,Samuel L. Jackson,9,0,0,181818.18181818182,0
20000000.0,16.811242881518265,102.0,Horror,Columbia Pictures Corporation,Takashi Shimizu,Sarah Michelle Gellar,10,1,0,196078.431372549,0
20000000.0,16.811242881518265,124.0,Comedy,Twentieth Century Fox Film Corporation,Kevin Rodney Sullivan,Angela Bassett,8,0,0,161290.32258064515,0
20000000.0,16.811242881518265,115.0,Comedy,Universal Pictures,Barry Levinson,Robin Williams,10,0,0,173913.04347826086,1
20000000.0,16.811242881518265,98.0,Adventure,Walt Disney Productions,Gary Nelson,Maximilian Schell,12,0,1,204081.6326530612,0
20000000.0,16.811242881518265,104.0,Crime,This Is That Productions,Anton Corbijn,George Clooney,8,0,0,192307.6923076923,1
20000000.0,16.811242881518265,127.0,Drama,Q Productions,Gregory Nava,Jennifer Lopez,3,0,0,157480.3149606299,1
20000000.0,16.811242881518265,82.0,Horror,Regency Enterprises,Jason Friedberg,Chris Riggi,8,0,0,243902.43902439025,1
25000000.0,17.034386422832473,143.0,Drama,Paramount Vantage,Alejandro González Iñárritu,Brad Pitt,9,0,0,174825.17482517482,1
19800000.0,16.801192546169812,103.0,Drama,Spring Creek Productions,Shawn Levy,Jason Bateman,9,0,0,192233.00970873787,1
20000000.0,16.811242881518265,104.0,Drama,Scott Rudin Productions,John Patrick Shanley,Meryl Streep,11,0,0,192307.6923076923,1
32000000.0,17.281246492014,98.0,Music,Paramount Pictures,Trey Parker,Trey Parker,10,0,0,326530.612244898,0
20000000.0,16.811242881518265,92.0,Horror,Nu Image Films,John Luessenhop,Alexandra Daddario,1,1,0,217391.30434782608,1
20000000.0,16.811242881518265,86.0,Comedy,Dimension Films,Malcolm D. Lee,Simon Rex,4,1,0,232558.13953488372,1
20000000.0,16.811242881518265,158.0,Drama,Paramount Pictures,Joshua Logan,Lee Marvin,10,0,0,126582.27848101266,0
20000000.0,16.811242881518265,128.0,History,Focus Features,Gus Van Sant,Sean Penn,11,0,0,156250.0,1
20000000.0,16.811242881518265,107.0,Action,Columbia Pictures,Kevin Reynolds,Tom Felton,2,0,0,186915.8878504673,1
35000000.0,17.370858648025116,91.0,Horror,Village Roadshow Pictures,Steve Beck,Gabriel Byrne,10,0,0,384615.3846153846,0
19000000.0,16.759949589762293,108.0,Comedy,New Line Cinema,Todd Strauss-Schulson,Neil Patrick Harris,11,1,0,175925.92592592593,0
20000000.0,16.811242881518265,108.0,Crime,Columbia Pictures,John McNaughton,Matt Dillon,3,0,0,185185.1851851852,1
20000000.0,16.811242881518265,113.0,Drama,Miramax Films,John Madden,Helen Mirren,4,0,0,176991.15044247787,1
30000000.0,17.216707972959764,113.0,Comedy,Buena Vista,Stephen Frears,John Cusack,3,0,0,265486.7256637168,0
20000000.0,16.811242881518265,112.0,Thriller,Atlas Entertainment,Roger Donaldson,Jason Statham,2,0,0,178571.42857142858,1
20000000.0,16.811242881518265,108.0,Science Fiction,Anonymous Content,Michel Gondry,Jim Carrey,3,0,0,185185.1851851852,1
20000000.0,16.811242881518265,105.0,Comedy,Oops Doughnuts Productions,Andy Fickman,Kristen Bell,9,0,0,190476.19047619047,0
20000000.0,16.811242881518265,109.0,Action,Fox Searchlight Pictures,David Ayer,Keanu Reeves,4,0,0,183486.2385321101,1
20000000.0,16.811242881518265,109.0,Comedy,Universal Pictures,Edgar Wright,Simon Pegg,7,0,1,183486.2385321101,1
20000000.0,16.811242881518265,98.0,Fantasy,Lionsgate,Michael Spierig,Ethan Hawke,1,0,0,204081.6326530612,1
20000000.0,16.811242881518265,104.0,Comedy,DreamWorks SKG,Jim Field Smith,Alice Eve,3,0,0,192307.6923076923,1
20000000.0,16.811242881518265,109.0,Adventure,Dune Entertainment,Thomas Bezucha,Selena Gomez,7,0,1,183486.2385321101,0
9000000.0,16.012735246411598,100.0,Horror,Spyglass Entertainment,William Brent Bell,Jon Foster,3,0,0,90000.0,1
20000000.0,16.811242881518265,88.0,Family,Lions Gate Family Entertainment,Ben Gluck,Hayden Panettiere,9,0,0,227272.72727272726,0
20000000.0,16.811242881518265,97.0,Action,"Screen Gems, Inc.",Renny Harlin,Steven Strait,9,0,0,206185.56701030929,0
40000000.0,17.50439003707821,89.0,Comedy,Warner Bros. Pictures,Robert Rodriguez,Jimmy Bennett,8,0,0,449438.202247191,0
20000000.0,16.811242881518265,106.0,Fantasy,The Rank Organisation,Gus Van Sant,Nicole Kidman,5,0,0,188679.24528301886,0
20000000.0,16.811242881518265,96.0,Mystery,Lionsgate,Henry Joost,Emma Roberts,7,0,1,208333.33333333334,1
20000000.0,16.811242881518265,115.0,Drama,New Line Cinema,Ed Harris,Viggo Mortensen,9,0,0,173913.04347826086,0
806948.0,13.601015748229047,109.0,Drama,Paramount Pictures,Alfred Hitchcock,Anthony Perkins,6,0,1,7403.192660550459,1
20000000.0,16.811242881518265,101.0,Romance,Lionsgate,Howard Deutch,Dane Cook,9,0,0,198019.801980198,0
20000000.0,16.811242881518265,103.0,Drama,Universal Pictures,Shana Feste,Alex Pettyfer,2,0,0,194174.7572815534,0
20000000.0,16.811242881518265,98.0,Comedy,,Steve Rash,Chevy Chase,7,0,1,204081.6326530612,0
20000000.0,16.811242881518265,121.0,Adventure,Twentieth Century Fox Film Corporation,Richard Donner,Matthew Broderick,3,0,0,165289.2561983471,0
20000000.0,16.811242881518265,114.0,Comedy,Caravan Pictures,Mark Steven Johnson,Jim Carrey,9,0,0,175438.59649122806,0
20000000.0,16.811242881518265,124.0,Drama,Columbia Pictures,Mike Binder,Adam Sandler,3,0,0,161290.32258064515,0
15000000.0,16.52356082573315,148.0,Adventure,Paramount Vantage,Sean Penn,Emile Hirsch,9,0,0,101351.35135135135,1
20000000.0,16.811242881518265,100.0,Comedy,Dimension Films,Todd Phillips,Billy Bob Thornton,9,0,0,200000.0,0
20000000.0,16.811242881518265,94.0,Thriller,Davis-Films,Michael J. Bassett,Adelaide Clemens,10,0,0,212765.95744680852,1
19000000.0,16.759949589762293,108.0,Horror,A Band Apart,Robert Rodriguez,George Clooney,1,0,0,175925.92592592593,0
20000000.0,16.811242881518265,99.0,Action,Columbia Pictures,Stephen Chow,Stephen Chow,2,0,0,202020.202020202,1
20000000.0,16.811242881518265,128.0,Drama,DreamWorks SKG,Marc Forster,Khalid Abdalla,10,0,0,156250.0,1
20000000.0,16.811242881518265,124.0,Drama,This Is That Productions,Alejandro González Iñárritu,Sean Penn,9,0,0,161290.32258064515,1
20000000.0,16.811242881518265,84.0,Action,Icon Productions,Paul Abascal,Cole Hauser,9,0,0,238095.2380952381,0
20000000.0,16.811242881518265,101.0,Comedy,Metro-Goldwyn-Mayer (MGM),Chris Koch,Jason Lee,1,0,0,198019.801980198,0
20000000.0,16.811242881518265,120.0,Documentary,The Weinstein Company,Michael Moore,Michael Moore,9,0,0,166666.66666666666,0
20000000.0,16.811242881518265,199.0,Drama,George Stevens Productions,George Stevens,Max von Sydow,2,0,0,100502.51256281407,0
19500000.0,16.785925074816024,111.0,Crime,Ingenious Media,Billy Ray,Chiwetel Ejiofor,10,0,0,175675.67567567568,0
25000000.0,17.034386422832473,87.0,Action,Grosvenor Park Media Ltd.,Jason Friedberg,Matt Lanter,8,0,0,287356.3218390805,0
20000000.0,16.811242881518265,88.0,Action,Screen Gems,Nimród Antal,Columbus Short,12,0,1,227272.72727272726,0
20000000.0,16.811242881518265,97.0,Comedy,Regency Enterprises,Jon Amiel,Bill Murray,11,0,0,206185.56701030929,0
20000000.0,16.811242881518265,106.0,Comedy,Regency Enterprises,Mark Mylod,Chris Evans,9,0,0,188679.24528301886,0
20000000.0,16.811242881518265,95.0,Action,Canal+,Stephen St. Leger,Guy Pearce,4,0,0,210526.31578947368,0
20000000.0,16.811242881518265,96.0,Action,Lakeshore Entertainment,Brian Taylor,Jason Statham,4,1,0,208333.33333333334,0
20000000.0,16.811242881518265,123.0,Drama,Gener8Xion Entertainment,Michael O. Sajbel,Tiffany Dupont,10,0,0,162601.62601626015,0
30000000.0,17.216707972959764,101.0,Drama,Miramax Films,Phillip Noyce,Michael Caine,11,0,0,297029.702970297,0
20000000.0,16.811242881518265,101.0,Comedy,Paramount Pictures,Gore Verbinski,Nicolas Cage,10,0,0,198019.801980198,0
20000000.0,16.811242881518265,96.0,Action,Miramax Films,Walter Hill,Wesley Snipes,8,0,0,208333.33333333334,0
20000000.0,16.811242881518265,108.0,Action,The Mark Gordon Company,Renny Harlin,John Cena,3,0,0,185185.1851851852,0
20000000.0,16.811242881518265,116.0,Drama,Hammer Film Productions,Matt Reeves,Kodi Smit-McPhee,10,0,0,172413.7931034483,0
20000000.0,16.811242881518265,115.0,Action,Worldview Entertainment,John Hillcoat,Casey Affleck,2,1,0,173913.04347826086,0
20000000.0,16.811242881518265,96.0,Comedy,Fine Line Features,Woody Allen,Woody Allen,8,0,0,208333.33333333334,0
20000000.0,16.811242881518265,100.0,Drama,Double Feature Films,John Wells,Bradley Cooper,10,0,0,200000.0,0
20000000.0,16.811242881518265,105.0,Action,Twentieth Century Fox Film Corporation,James Wan,Kevin Bacon,8,0,0,190476.19047619047,0
20000000.0,16.811242881518265,84.0,Action,New Line Cinema,Les Mayfield,Cedric the Entertainer,1,0,0,238095.2380952381,0
20000000.0,16.811242881518265,98.0,Comedy,Universal Pictures,Michael Lembeck,Nia Vardalos,4,0,0,204081.6326530612,0
8000000.0,15.894952224644102,149.0,Comedy,Universal Pictures,Bob Fosse,Shirley MacLaine,1,0,0,53691.275167785236,1
20000000.0,16.811242881518265,148.0,Comedy,Ghoulardi Film Company,Paul Thomas Anderson,Joaquin Phoenix,12,0,1,135135.13513513515,0
20000000.0,16.811242881518265,110.0,Music,Screen Gems,Benson Lee,Josh Holloway,9,0,0,181818.18181818182,0
20000000.0,16.811242881518265,83.0,Comedy,Mpower Pictures,David Zucker,Kevin Farley,10,0,0,240963.85542168675,0
12000000.0,16.300417291085605,107.0,Action,Open Road Films,Robert Rodriguez,Danny Trejo,9,0,0,112149.53271028037,0
20000000.0,16.811242881518265,106.0,Comedy,Metanoia Films,Alejandro Monteverde,Jakob Salvati,4,0,0,188679.24528301886,0
15000000.0,16.52356082573315,99.0,Drama,Recorded Pictures Company,David Cronenberg,Keira Knightley,9,0,0,151515.15151515152,0
8700000.0,15.978833698567334,100.0,Animation,Thousand Words,Richard Linklater,Keanu Reeves,5,0,0,87000.0,0
20000000.0,16.811242881518265,96.0,Action,Boll Kino Beteiligungs GmbH & Co. KG,Uwe Boll,Christian Slater,1,0,0,208333.33333333334,0
20000000.0,16.811242881518265,111.0,Comedy,Summit Entertainment,Todd Graff,Vanessa Hudgens,8,0,0,180180.18018018018,0
20000000.0,16.811242881518265,125.0,Crime,Participant Media,J.C. Chandor,Oscar Isaac,12,0,1,160000.0,0
20000000.0,16.811242881518265,135.0,Drama,Endgame Entertainment,Todd Haynes,Cate Blanchett,10,0,0,148148.14814814815,0
